YEAR,DATE,SITE,GROUP,TREATMENT,ID,FLUX PLOT ID,VEGETATION TYPE,PLOT SIZE,SPECIES,FUNCTIONAL TYPE,TISSUE,LEAF AREA ,DRY BIOMASS kg ,DRY BIOMASS g,SLA ,%C,%N,CARBON,NITROGEN ,C:N RATIO,C/LA ,C/LM,N/LA ,N/LM ,comments,,
2005,20-Jul-05,Svalbard,airport,Control,21,n/a,Salix polaris,26cm circle,SAL POL,D,ALL,0.02631,0.00189,1.890,13.920,48.134,2.401,0.910,0.045,20.047,34.580,481.340,1.725,24.010,,,
2005,20-Jul-05,Svalbard,airport,Control,21,n/a,Salix polaris,26cm circle,GRAMMINOID,GRM,ALL,0.00929,0.00124,1.239,7.498,45.292,1.932,0.561,0.024,23.443,60.406,452.920,2.577,19.320,,,
2005,20-Jul-05,Svalbard,airport,Control,21,n/a,Salix polaris,26cm circle,DRY OCT,E,ALL,0.00107,0.00016,0.158,6.815,49.123,1.653,0.077,0.003,29.717,72.084,491.230,2.426,16.530,,,
2005,20-Jul-05,Svalbard,airport,Control,21,n/a,Salix polaris,26cm circle,POL VIV,F,ALL,0.00047,0.00003,0.033,14.286,45.57,3.08,0.015,0.001,14.800,31.897,455.665,2.155,30.788,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,20-Jul-05,Svalbard,airport,Control,21,n/a,Salix polaris,26cm circle,STE SPP,F,ALL,0.00019,0.00002,0.016,11.975,45.046,2.369,0.007,0.000,19.015,37.616,450.460,1.978,23.690,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,20-Jul-05,Svalbard,airport,Control,21,n/a,Salix polaris,26cm circle,SAX OPP,F,ALL,0.00010,0.00001,0.012,7.934,45.692,1.108,0.006,0.000,41.238,57.591,456.920,1.397,11.080,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,20-Jul-05,Svalbard,airport,Control,21,n/a,Salix polaris,26cm circle,UNK FORB,F,ALL,0.00005,0.00000,0.004,12.558,41.78,2.49,0.002,0.000,16.789,33.269,417.803,1.982,24.885,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,22,n/a,Cassiope,26cm circle,CAS TET,E,ALL,0.04186,0.01748,17.478,2.395,51.778,1.268,9.050,0.222,40.834,216.180,517.780,5.294,12.680,scanned at 110 pixels,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,22,n/a,Cassiope,26cm circle,SAL POL,D,ALL,0.01319,0.00083,0.830,15.902,48.155,2.819,0.399,0.023,17.085,30.282,481.550,1.772,28.185,,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,22,n/a,Cassiope,26cm circle,DRY OCT,E,ALL,0.00217,0.00023,0.225,9.636,49.639,2.530,0.112,0.006,19.620,51.514,496.390,2.626,25.300,,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,22,n/a,Cassiope,26cm circle,POL VIV,F,ALL,0.00029,0.00002,0.021,14.293,45.57,3.08,0.009,0.001,14.800,31.881,455.665,2.154,30.788,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,22,n/a,Cassiope,26cm circle,GRAMMINOID,GRM,ALL,0.00008,0.00001,0.007,11.507,44.24,2.16,0.003,0.000,20.454,38.445,442.380,1.880,21.629,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,23,n/a,Mixed heath,26cm circle,SAL POL,D,ALL,0.01752,0.00136,1.364,12.844,48.091,2.553,0.656,0.035,18.837,37.443,480.910,1.988,25.530,,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,23,n/a,Mixed heath,26cm circle,DRY OCT,E,ALL,0.01372,0.00188,1.881,7.292,49.920,2.121,0.939,0.040,23.536,68.461,499.200,2.909,21.210,,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,23,n/a,Mixed heath,26cm circle,POL VIV,F,ALL,0.00169,0.00015,0.152,11.115,45.57,3.08,0.069,0.005,14.800,40.996,455.665,2.770,30.788,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,23,n/a,Mixed heath,26cm circle,GRAMMINOID,GRM,ALL,0.00143,0.00023,0.231,6.195,44.24,2.16,0.102,0.005,20.454,71.404,442.380,3.491,21.629,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,24,n/a,Salix polaris,26cm circle,SAL POL,D,ALL,0.02359,0.00165,1.646,14.327,47.992,2.696,0.790,0.044,17.801,33.498,479.920,1.882,26.960,,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,24,n/a,Salix polaris,26cm circle,POL VIV,F,ALL,0.00346,0.00025,0.248,13.948,46.821,3.621,0.116,0.009,12.930,33.567,468.210,2.596,36.210,,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,24,n/a,Salix polaris,26cm circle,LUZ SPP,S,ALL,0.00120,0.00013,0.133,9.029,44.54,1.67,0.059,0.002,26.711,49.325,445.368,1.847,16.673,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,24,n/a,Salix polaris,26cm circle,UNK FORB,F,ALL,0.00007,0.00001,0.005,13.400,41.78,2.49,0.002,0.000,16.789,31.179,417.803,1.857,24.885,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,25,n/a,Dryas,26cm circle,DRY OCT,E,ALL,0.02563,0.00359,3.595,7.129,50.437,2.300,1.813,0.083,21.929,70.748,504.370,3.226,23.000,,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,25,n/a,Dryas,26cm circle,SAL POL,D,ALL,0.01916,0.00139,1.393,13.760,48.211,2.387,0.671,0.033,20.197,35.038,482.110,1.735,23.870,,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,25,n/a,Dryas,26cm circle,GRAMMINOID,GRM,ALL,0.00086,0.00008,0.077,11.115,44.24,2.16,0.034,0.002,20.454,39.799,442.380,1.946,21.629,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,25,n/a,Dryas,26cm circle,POL VIV,F,ALL,0.00020,0.00001,0.014,14.571,45.57,3.08,0.006,0.000,14.800,31.271,455.665,2.113,30.788,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,25,n/a,Dryas,26cm circle,STE SPP,F,ALL,0.00007,0.00001,0.007,10.758,45.046,2.369,0.003,0.000,19.015,41.874,450.460,2.202,23.690,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,21-Jul-05,Svalbard,callaghan  ,Control,25,n/a,Dryas,26cm circle,UNK FORB,F,ALL,0.00003,0.00000,0.001,20.714,41.78,2.49,0.001,0.000,16.789,20.170,417.803,1.201,24.885,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,26,BWG 1,Mixed heath,26cm circle,SAL POL,D,ALL,0.01431,0.00095,0.951,15.052,48.618,2.541,0.462,0.024,19.133,32.300,486.180,1.688,25.410,,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,26,BWG 1,Mixed heath,26cm circle,GRAMMINOID,GRM,ALL,0.01125,0.00163,1.633,6.889,44.325,2.340,0.724,0.038,18.942,64.346,443.250,3.397,23.400,,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,26,BWG 1,Mixed heath,26cm circle,EQU SPP,P,ALL,0.00432,0.00043,0.429,10.061,40.245,3.345,0.173,0.014,12.031,40.003,402.450,3.325,33.450,,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,26,BWG 1,Mixed heath,26cm circle,POL VIV,F,ALL,0.00280,0.00016,0.161,17.388,45.57,3.08,0.073,0.005,14.800,26.205,455.665,1.771,30.788,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,27,BWG 2,Gramminoid,26cm circle,GRAMMINOID,GRM,ALL,0.01539,0.00141,1.415,10.881,44.748,2.277,0.633,0.032,19.652,41.127,447.480,2.093,22.770,,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,27,BWG 2,Gramminoid,26cm circle,SAL POL,D,ALL,0.00933,0.00067,0.671,13.899,48.401,2.345,0.325,0.016,20.640,34.823,484.010,1.687,23.450,,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,27,BWG 2,Gramminoid,26cm circle,EQU SPP,P,ALL,0.00281,0.00028,0.276,10.199,40.067,2.776,0.111,0.008,14.433,39.284,400.670,2.722,27.760,,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,27,BWG 2,Gramminoid,26cm circle,POL VIV,F,ALL,0.00186,0.00010,0.101,18.370,45.57,3.08,0.046,0.003,14.800,24.805,455.665,1.676,30.788,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,28,n/a,Mixed heath,26cm circle,SAL POL,D,ALL,0.00580,0.00048,0.485,11.969,47.879,2.238,0.232,0.011,21.394,40.001,478.790,1.870,22.380,,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,28,n/a,Mixed heath,26cm circle,EQU SPP,P,ALL,0.00332,0.00032,0.316,10.507,39.611,3.791,0.125,0.012,10.449,37.700,396.110,3.608,37.910,,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,28,n/a,Mixed heath,26cm circle,POL VIV,F,ALL,0.00282,0.00020,0.199,14.165,46.340,3.133,0.092,0.006,14.791,32.714,463.400,2.212,31.330,,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,28,n/a,Mixed heath,26cm circle,LUZ SPP,S,ALL,0.00213,0.00022,0.219,9.762,44.609,1.730,0.097,0.004,25.786,45.697,446.090,1.772,17.300,,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,28,n/a,Mixed heath,26cm circle,GRAMMINOID,GRM,ALL,0.00135,0.00016,0.162,8.323,44.24,2.16,0.072,0.004,20.454,53.151,442.380,2.599,21.629,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,22-Jul-05,Svalbard,bjorndalen,Control,28,n/a,Mixed heath,26cm circle,UNK FORB,F,ALL,0.00002,0.00000,0.003,7.000,41.78,2.49,0.001,0.000,16.789,59.686,417.803,3.555,24.885,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,26-Jul-05,Svalbard,salt marsh,Control,29,n/a,Salt marsh,26cm circle,PUC PHR,G ,ALL,0.02065,0.00199,1.986,10.400,44.294,2.384,0.880,0.047,18.580,42.590,442.940,2.292,23.840,"mostly puccinelia fraginoides, creeping salt marsh grass.  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date",,
2005,26-Jul-05,Svalbard,salt marsh,Control,30,n/a,Salt marsh,26cm circle,CAR SPP,S,ALL,0.01772,0.00166,1.664,10.647,44.659,2.828,0.743,0.047,15.792,41.943,446.590,2.656,28.280,envelope was labeled Unk sedge #1,,
2005,26-Jul-05,Svalbard,salt marsh,Control,30,n/a,Salt marsh,26cm circle,GRASS,G ,ALL,0.01301,0.00172,1.724,7.548,43.656,1.386,0.753,0.024,31.498,57.835,436.560,1.836,13.860,Unk grass #1,,
2005,26-Jul-05,Svalbard,salt marsh,Control,31,n/a,Salt marsh,26cm circle,PUC PHR,G ,ALL,0.00859,0.00101,1.010,8.506,44.111,2.439,0.446,0.025,18.086,51.857,441.110,2.867,24.390,,,
2005,26-Jul-05,Svalbard,babbling brook,Control,32,n/a,Equisetum,26cm circle,EQU SPP,P,ALL,0.04617,0.00438,4.383,10.533,39.108,2.887,1.714,0.127,13.546,37.128,391.080,2.741,28.870,,,
2005,26-Jul-05,Svalbard,babbling brook,Control,32,n/a,Equisetum,26cm circle,GRAMMINOID,GRM,ALL,0.00996,0.00132,1.324,7.522,44.24,2.16,0.586,0.029,20.454,58.811,442.380,2.875,21.629,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,26-Jul-05,Svalbard,babbling brook,Control,32,n/a,Equisetum,26cm circle,DUP FIS,G,ALL,0.00775,0.00102,1.024,7.562,44.439,1.454,0.455,0.015,30.563,58.766,444.390,1.923,14.540,"most likely dupontia, big leaves",,
2005,26-Jul-05,Svalbard,babbling brook,Control,32,n/a,Equisetum,26cm circle,SAL POL,D,ALL,0.00643,0.00036,0.364,17.651,46.121,2.692,0.168,0.010,17.133,26.129,461.210,1.525,26.920,,,
2005,26-Jul-05,Svalbard,babbling brook,Control,32,n/a,Equisetum,26cm circle,POL VIV,F,ALL,0.00154,0.00008,0.075,20.439,45.57,3.08,0.034,0.002,14.800,22.294,455.665,1.506,30.788,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,26-Jul-05,Svalbard,babbling brook,Control,32,n/a,Equisetum,26cm circle,UNK FORB,F,ALL,0.00002,0.00000,0.001,20.000,41.78,2.49,0.001,0.000,16.789,20.890,417.803,1.244,24.885,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,26-Jul-05,Svalbard,babbling brook,Control,33,n/a,Gramminoid,26cm circle,DUP FIS,G,ALL,0.01779,0.00208,2.078,8.562,44.596,1.229,0.927,0.026,36.286,52.085,445.960,1.435,12.290,,,
2005,26-Jul-05,Svalbard,babbling brook,Control,33,n/a,Gramminoid,26cm circle,ERI SCH,S,ALL,0.00337,0.00024,0.237,14.191,43.962,2.874,0.104,0.007,15.296,30.980,439.620,2.025,28.740,,,
2005,26-Jul-05,Svalbard,babbling brook,Control,33,n/a,Gramminoid,26cm circle,EQU SPP,P,ALL,0.00219,0.00018,0.181,12.109,38.569,3.230,0.070,0.006,11.941,31.851,385.690,2.667,32.300,,,
2005,26-Jul-05,Svalbard,babbling brook,Control,34,n/a,Gramminoid,26cm circle,GRASS,G ,ALL,0.03632,0.00369,3.688,9.850,44.123,1.527,1.627,0.056,28.895,44.795,441.230,1.550,15.270,Unk grass #1,,
2005,26-Jul-05,Svalbard,babbling brook,Control,34,n/a,Gramminoid,26cm circle,ERI SCH,S,ALL,0.02293,0.00234,2.343,9.788,44.109,2.683,1.033,0.063,16.443,45.065,441.090,2.741,26.825,,,
2005,26-Jul-05,Svalbard,babbling brook,Control,34,n/a,Gramminoid,26cm circle,EQU SPP,P,ALL,0.00792,0.00079,0.792,10.001,39.50,2.81,0.313,0.022,14.068,39.494,394.992,2.807,28.076,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,26-Jul-05,Svalbard,babbling brook,Control,35,n/a,Gramminoid,26cm circle,DUP FIS,G,ALL,0.01084,0.00137,1.368,7.925,44.603,1.783,0.610,0.024,25.016,56.282,446.030,2.250,17.830,"most likely dupontia, big leaves",,
2005,26-Jul-05,Svalbard,babbling brook,Control,36,n/a,Gramminoid,26cm circle,DUP FIS,G,ALL,0.00537,0.00073,0.727,7.384,43.914,1.968,0.319,0.014,22.314,59.468,439.140,2.665,19.680,"most likely dupontia, big leaves",,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,DRY OCT,E,ALL,0.00606,0.00094,0.941,6.434,49.613,2.026,0.467,0.019,24.488,77.111,496.130,3.149,20.260,,,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,SAL POL,D,ALL,0.00602,0.00054,0.544,11.070,47.600,1.954,0.259,0.011,24.360,43.000,476.000,1.765,19.540,,,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,CAR SPP,S,ALL,0.00157,0.00023,0.231,6.778,45.181,1.857,0.104,0.004,24.330,66.660,451.810,2.740,18.570,"yellow-tipped leaves, Unk carex spp. #2",,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,CAR SPP,S,ALL,0.00117,0.00012,0.125,9.359,43.65,1.93,0.054,0.002,22.644,46.641,436.510,2.060,19.277,"red-tipped leaves, Unk carex spp. #1  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date",,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,EQU SPP,P,ALL,0.00041,0.00007,0.066,6.145,39.50,2.81,0.026,0.002,14.068,64.283,394.992,4.569,28.076,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,POL VIV,F,ALL,0.00023,0.00001,0.012,18.548,45.57,3.08,0.006,0.000,14.800,24.566,455.665,1.660,30.788,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,SAX SPP,F,ALL,0.00013,0.00002,0.016,8.160,45.692,1.108,0.007,0.000,41.238,55.998,456.920,1.358,11.080,tight rosettes of leaves.  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,GRAMMINOID,GRM,ALL,0.00008,0.00001,0.008,10.506,44.24,2.16,0.003,0.000,20.454,42.106,442.380,2.059,21.629,Unk gram #1  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,STE SPP,F,ALL,0.00004,0.00000,0.002,18.421,45.046,2.369,0.001,0.000,19.015,24.454,450.460,1.286,23.690,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,UNK FORB,F,ALL,0.00003,0.00000,0.001,23.333,41.78,2.49,0.001,0.000,16.789,17.906,417.803,1.067,24.885,"Unk forb #1, palm-like leaves.  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date",,
2005,27-Jul-05,Svalbard,airport,Control,37,n/a,Mixed heath,26cm circle,UNK FORB,F,ALL,0.00002,0.00000,0.002,11.250,41.78,2.49,0.001,0.000,16.789,37.138,417.803,2.212,24.885,Unk forb #2.  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,38,n/a,Cassiope,26cm circle,CAS TET,E,ALL,0.01220,0.00507,5.069,2.406,52.116,0.998,2.642,0.051,52.220,216.578,521.160,4.147,9.980,scanned at 110 pixels,,
2005,27-Jul-05,Svalbard,airport,Control,38,n/a,Cassiope,26cm circle,DRY OCT,E,ALL,0.00237,0.00040,0.397,5.960,49.122,1.708,0.195,0.007,28.768,82.416,491.215,2.865,17.075,,,
2005,27-Jul-05,Svalbard,airport,Control,38,n/a,Cassiope,26cm circle,SAL POL,D,ALL,0.00150,0.00012,0.118,12.657,47.364,2.165,0.056,0.003,21.877,37.423,473.640,1.711,21.650,,,
2005,27-Jul-05,Svalbard,airport,Control,38,n/a,Cassiope,26cm circle,EQU SPP,P,ALL,0.00129,0.00027,0.267,4.809,39.50,2.81,0.106,0.008,14.068,82.134,394.992,5.838,28.076,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,38,n/a,Cassiope,26cm circle,SAX OPP,F,ALL,0.00072,0.00011,0.106,6.790,45.692,1.108,0.048,0.001,41.238,67.295,456.920,1.632,11.080,,,
2005,27-Jul-05,Svalbard,airport,Control,38,n/a,Cassiope,26cm circle,OXY DIG,F,ALL,0.00011,0.00001,0.006,19.091,35.79,2.57,0.002,0.000,13.949,18.749,357.930,1.344,25.660,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,38,n/a,Cassiope,26cm circle,POL VIV,F,ALL,0.00010,0.00001,0.008,13.200,45.57,3.08,0.003,0.000,14.800,34.520,455.665,2.332,30.788,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,38,n/a,Cassiope,26cm circle,GRAMMINOID,GRM,ALL,0.00008,0.00001,0.006,14.138,44.24,2.16,0.003,0.000,20.454,31.290,442.380,1.530,21.629,Unk gram #1  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,38,n/a,Cassiope,26cm circle,UNK FORB,F,ALL,0.00006,0.00000,0.003,22.500,41.78,2.49,0.001,0.000,16.789,18.569,417.803,1.106,24.885,Unk forb #1.  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,39,n/a,Salix polaris,26cm circle,SAL POL,D,ALL,0.00650,0.00063,0.635,10.244,47.933,2.151,0.304,0.014,22.284,46.790,479.330,2.100,21.510,,,
2005,27-Jul-05,Svalbard,airport,Control,39,n/a,Salix polaris,26cm circle,DRY OCT,E,ALL,0.00226,0.00038,0.377,6.000,49.156,1.846,0.185,0.007,26.628,81.927,491.560,3.077,18.460,,,
2005,27-Jul-05,Svalbard,airport,Control,39,n/a,Salix polaris,26cm circle,CAR SPP,S,ALL,0.00105,0.00011,0.107,9.850,45.518,1.562,0.049,0.002,29.141,46.212,455.180,1.586,15.620,"red-tipped leaves, Unk carex spp. #1",,
2005,27-Jul-05,Svalbard,airport,Control,39,n/a,Salix polaris,26cm circle,CAS TET,E,ALL,0.00060,0.00025,0.251,2.372,52.15,0.99,0.131,0.002,52.704,219.888,521.502,4.172,9.895,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,39,n/a,Salix polaris,26cm circle,PED SPP,F,ALL,0.00014,0.00003,0.026,5.191,41.45,2.33,0.011,0.001,17.758,79.846,414.470,4.496,23.340,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,27-Jul-05,Svalbard,airport,Control,39,n/a,Salix polaris,26cm circle,EQU SPP,P,ALL,0.00008,0.00001,0.015,5.646,39.50,2.81,0.006,0.000,14.068,69.956,394.992,4.973,28.076,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,40,n/a,Mixed heath,26cm circle,EQU SPP,P,ALL,0.00991,0.00083,0.830,11.934,38.340,2.718,0.318,0.023,14.106,32.127,383.400,2.278,27.180,,,
2005,28-Jul-05,Svalbard,happy  valley,Control,40,n/a,Mixed heath,26cm circle,SAL POL,D,ALL,0.00668,0.00049,0.493,13.566,47.515,2.137,0.234,0.011,22.234,35.025,475.150,1.575,21.370,,,
2005,28-Jul-05,Svalbard,happy  valley,Control,40,n/a,Mixed heath,26cm circle,POL VIV,F,ALL,0.00187,0.00013,0.130,14.463,45.422,3.001,0.059,0.004,15.136,31.405,454.220,2.075,30.010,,,
2005,28-Jul-05,Svalbard,happy  valley,Control,40,n/a,Mixed heath,26cm circle,GRAMMINOID,GRM,ALL,0.00015,0.00001,0.015,10.338,44.24,2.16,0.007,0.000,20.454,42.792,442.380,2.092,21.629,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,40,n/a,Mixed heath,26cm circle,UNK FORB,F,ALL,0.00014,0.00001,0.009,15.843,41.78,2.49,0.004,0.000,16.789,26.372,417.803,1.571,24.885,Unk forb #3.  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,40,n/a,Mixed heath,26cm circle,UNK FORB,F,ALL,0.00009,0.00001,0.005,15.926,41.78,2.49,0.002,0.000,16.789,26.234,417.803,1.563,24.885,Unk forb #2.  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,40,n/a,Mixed heath,26cm circle,UNK FORB,F,ALL,0.00003,0.00000,0.002,16.190,41.78,2.49,0.001,0.000,16.789,25.805,417.803,1.537,24.885,Unk forb #1.  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,40,n/a,Mixed heath,26cm circle,DRY OCT,E,ALL,0.00001,0.00000,0.000,22.500,47.35,2.02,0.000,0.000,23.421,21.046,473.533,0.899,20.218,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,41,n/a,Salix polaris,26cm circle,SAL POL,D,ALL,0.01186,0.00084,0.839,14.147,47.611,2.423,0.399,0.020,19.650,33.654,476.110,1.713,24.230,,,
2005,28-Jul-05,Svalbard,happy  valley,Control,41,n/a,Salix polaris,26cm circle,POL VIV,F,ALL,0.00584,0.00036,0.357,16.372,45.292,2.978,0.162,0.011,15.211,27.663,452.915,1.819,29.775,,,
2005,28-Jul-05,Svalbard,happy  valley,Control,41,n/a,Salix polaris,26cm circle,EQU SPP,P,ALL,0.00413,0.00047,0.473,8.738,37.491,2.175,0.177,0.010,17.237,42.908,374.910,2.489,21.750,,,
2005,28-Jul-05,Svalbard,happy  valley,Control,41,n/a,Salix polaris,26cm circle,DUP FIS,G,ALL,0.00092,0.00012,0.124,7.468,44.39,1.61,0.055,0.002,27.596,59.440,443.880,2.154,16.085,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,42,n/a,Mixed heath,26cm circle,CAS TET,E,ALL,0.01445,0.00718,7.184,2.011,52.165,0.835,3.748,0.060,62.473,259.406,521.650,4.152,8.350,,,
2005,28-Jul-05,Svalbard,happy  valley,Control,42,n/a,Mixed heath,26cm circle,EQU SPP,P,ALL,0.00646,0.00087,0.873,7.401,40.632,1.746,0.355,0.015,23.271,54.902,406.320,2.359,17.460,,,
2005,28-Jul-05,Svalbard,happy  valley,Control,42,n/a,Mixed heath,26cm circle,DRY OCT,E,ALL,0.00440,0.00060,0.600,7.325,49.495,1.511,0.297,0.009,32.756,67.570,494.950,2.063,15.110,,,
2005,28-Jul-05,Svalbard,happy  valley,Control,42,n/a,Mixed heath,26cm circle,SAL POL,D,ALL,0.00303,0.00019,0.186,16.255,47.93,2.39,0.089,0.004,20.082,29.488,479.318,1.468,23.868,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,42,n/a,Mixed heath,26cm circle,POL VIV,F,ALL,0.00087,0.00004,0.042,20.570,45.57,3.08,0.019,0.001,14.800,22.152,455.665,1.497,30.788,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,42,n/a,Mixed heath,26cm circle,CAR SPP,S,ALL,0.00025,0.00002,0.023,10.515,43.65,1.93,0.010,0.000,22.644,41.513,436.510,1.833,19.277,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,42,n/a,Mixed heath,26cm circle,GRAMMINOID,GRM,ALL,0.00017,0.00002,0.023,7.296,44.24,2.16,0.010,0.001,20.454,60.632,442.380,2.964,21.629,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,28-Jul-05,Svalbard,happy  valley,Control,42,n/a,Mixed heath,26cm circle,STE SPP,F,ALL,0.00003,0.00000,0.001,28.000,45.046,2.369,0.000,0.000,19.015,16.088,450.460,0.846,23.690,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
